DOH
Doha
Qatar
2011,7,16,40,25
2011,7,17,42,43
2011,7,18,26,29
2011,7,19,39,34
2011,7,20,40,32
2011,7,21,42,33
2011,7,22,44,32
2011,7,23,38,26
2011,7,24,44,31
2011,7,25,40,25
2011,7,26,43,33
2011,7,27,42,28
2011,7,28,41,27
2011,7,29,38,29
2011,7,30,45,26
2011,7,31,38,29
2011,8,1,42,31
2011,8,2,42,32
2011,8,3,42,34
2011,8,4,36,27
2011,8,5,45,30
2011,8,6,42,30
2011,8,7,37,25
2011,8,8,45,31
2011,8,9,42,30
2011,8,10,41,25
2011,8,11,41,24
2011,8,12,38,28
2011,8,13,38,29
2011,8,14,44,27
2011,8,15,39,30
2011,8,16,42,28
2011,8,17,37,27
2011,8,18,45,28
2011,8,19,45,33
2011,8,20,37,32
2011,8,21,37,32
2011,8,22,39,29
2011,8,23,46,24
2011,8,24,44,30
2011,8,25,45,27
2011,8,26,38,27
2011,8,27,44,29
2011,8,28,42,26
2011,8,29,41,32
2011,8,30,39,31
2011,8,31,42,24
2011,9,1,36,22
2011,9,2,39,28
2011,9,3,41,27
2011,9,4,39,29
2011,9,5,35,24
2011,9,6,38,27
2011,9,7,38,28
2011,9,8,36,25
2011,9,9,39,24
2011,9,10,38,24
2011,9,11,38,27
2011,9,12,34,23
2011,9,13,38,31
2011,9,14,42,27
2011,9,15,38,25
2011,9,16,37,28
2011,9,17,36,25
2011,9,18,41,30
2011,9,19,40,23
2011,9,20,33,21
2011,9,21,42,28
2011,9,22,43,31
2011,9,23,38,28
2011,9,24,35,25
2011,9,25,34,22
2011,9,26,37,29
2011,9,27,37,22
2011,9,28,35,23
2011,9,29,37,30
2011,9,30,38,27
2011,10,1,38,23
2011,10,2,32,22
2011,10,3,33,24
2011,10,4,34,25
2011,10,5,33,22
2011,10,6,38,19
2011,10,7,30,27
2011,10,8,31,27
2011,10,9,32,19
2011,10,10,31,20
2011,10,11,37,28
2011,10,12,37,19
2011,10,13,37,23
2011,10,14,35,26
2011,10,15,39,24
2011,10,16,39,26
2011,10,17,32,22
2011,10,18,32,25
2011,10,19,35,24
2011,10,20,32,27
2011,10,21,38,21
2011,10,22,34,20
2011,10,23,32,24
2011,10,24,36,27
2011,10,25,36,18
2011,10,26,34,22
2011,10,27,32,20
2011,10,28,40,25
2011,10,29,35,26
2011,10,30,31,19
2011,10,31,37,22
2011,11,1,30,23
2011,11,2,25,16
2011,11,3,27,16
2011,11,4,34,19
2011,11,5,32,19
2011,11,6,35,15
2011,11,7,32,16
2011,11,8,27,22
2011,11,9,26,22
2011,11,10,33,22
2011,11,11,29,25
2011,11,12,28,18
2011,11,13,34,22
2011,11,14,29,24
2011,11,15,31,23
2011,11,16,28,23
2011,11,17,28,20
2011,11,18,31,22
2011,11,19,29,22
2011,11,20,31,22
2011,11,21,28,19
2011,11,22,31,20
2011,11,23,31,22
2011,11,24,30,23
2011,11,25,26,25
2011,11,26,31,23
2011,11,27,28,20
2011,11,28,28,25
2011,11,29,34,18
2011,11,30,28,16
2011,12,1,23,12
2011,12,2,24,19
2011,12,3,19,16
2011,12,4,26,12
2011,12,5,23,20
2011,12,6,24,14
2011,12,7,29,16
2011,12,8,19,15
2011,12,9,22,17
2011,12,10,26,11
2011,12,11,20,17
2011,12,12,27,17
2011,12,13,28,12
2011,12,14,23,13
2011,12,15,27,11
2011,12,16,25,14
2011,12,17,20,15
2011,12,18,25,11
2011,12,19,22,18
2011,12,20,27,18
2011,12,21,26,12
2011,12,22,24,13
2011,12,23,27,11
2011,12,24,23,17
2011,12,25,26,17
2011,12,26,21,13
2011,12,27,24,12
2011,12,28,19,12
2011,12,29,24,12
2011,12,30,25,13
2011,12,31,25,18
